model_display_name,provider,subject,year,session,exercise,item_key,n_responses,item_accuracy,response_sd,response_min,response_max,dimension_T1,dimension_T2,dimension_T3,dimension_T4,dimension_T5,dimension_T6,dimension_T7,dimension_T8,matched_overall,matched_analysis_3,matched_physics_2
DeepSeek V4 Flash,deepseek,analysis_3,2025,secondoapp,1,analysis_3|2025|secondoapp|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
DeepSeek V4 Flash (no thinking),deepseek,analysis_3,2025,secondoapp,1,analysis_3|2025|secondoapp|E1,1,93.42105263,,93.42105263,93.42105263,95.0,100.0,86.25,83.33333333,100.0,100.0,100.0,,True,True,False
DeepSeek V4 Pro,deepseek,analysis_3,2025,secondoapp,1,analysis_3|2025|secondoapp|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
GPT-5.6 Sol,openai,analysis_3,2025,secondoapp,1,analysis_3|2025|secondoapp|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemini 3.1 Pro Preview,google,analysis_3,2025,secondoapp,1,analysis_3|2025|secondoapp|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemini 3.5 Flash,google,analysis_3,2025,secondoapp,1,analysis_3|2025|secondoapp|E1,3,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemma 4 31B IT,google,analysis_3,2025,secondoapp,1,analysis_3|2025|secondoapp|E1,1,90.52631579,,90.52631579,90.52631579,85.0,100.0,85.0,83.33333333,95.0,100.0,100.0,,True,True,False
Grok 4.3,xai,analysis_3,2025,secondoapp,1,analysis_3|2025|secondoapp|E1,1,83.94736842,,83.94736842,83.94736842,90.0,76.66666667,90.0,65.0,95.0,81.25,92.85714286,,True,True,False
Grok 4.5,xai,analysis_3,2025,secondoapp,1,analysis_3|2025|secondoapp|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
OpenAI GPT-4.1,openai,analysis_3,2025,secondoapp,1,analysis_3|2025|secondoapp|E1,1,43.68421053,,43.68421053,43.68421053,50.0,56.66666667,36.25,16.66666667,55.0,46.875,57.14285714,,True,True,False
OpenAI o3,openai,analysis_3,2025,secondoapp,1,analysis_3|2025|secondoapp|E1,1,82.89473684,,82.89473684,82.89473684,75.0,88.33333333,88.75,78.33333333,65.0,100.0,92.85714286,,True,True,False
Claude Fable 5,anthropic,analysis_3,2025,secondoapp,2,analysis_3|2025|secondoapp|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Claude Haiku 4.5,anthropic,analysis_3,2025,secondoapp,2,analysis_3|2025|secondoapp|E2,1,35.5,,35.5,35.5,68.75,36.66666667,16.25,38.33333333,42.5,12.5,28.57142857,0.0,True,True,False
Claude Sonnet 4.5,anthropic,analysis_3,2025,secondoapp,2,analysis_3|2025|secondoapp|E2,1,31.25,,31.25,31.25,56.25,23.33333333,12.5,36.66666667,40.0,25.0,35.71428571,0.0,True,True,False
DeepSeek V4 Flash,deepseek,analysis_3,2025,secondoapp,2,analysis_3|2025|secondoapp|E2,1,96.75,,96.75,96.75,93.75,100.0,100.0,100.0,100.0,93.75,78.57142857,100.0,True,True,False
DeepSeek V4 Flash (no thinking),deepseek,analysis_3,2025,secondoapp,2,analysis_3|2025|secondoapp|E2,1,87.25,,87.25,87.25,93.75,86.66666667,85.0,86.66666667,85.0,87.5,71.42857143,100.0,True,True,False
DeepSeek V4 Pro,deepseek,analysis_3,2025,secondoapp,2,analysis_3|2025|secondoapp|E2,1,98.5,,98.5,98.5,100.0,100.0,100.0,100.0,100.0,93.75,85.71428571,100.0,True,True,False
GPT-5.6 Sol,openai,analysis_3,2025,secondoapp,2,analysis_3|2025|secondoapp|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Gemini 3.1 Pro Preview,google,analysis_3,2025,secondoapp,2,analysis_3|2025|secondoapp|E2,1,97.0,,97.0,97.0,100.0,93.33333333,95.0,100.0,100.0,100.0,85.71428571,100.0,True,True,False
Gemini 3.5 Flash,google,analysis_3,2025,secondoapp,2,analysis_3|2025|secondoapp|E2,3,99.66666667,0.57735027,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.23809524,100.0,True,True,False
Gemma 4 31B IT,google,analysis_3,2025,secondoapp,2,analysis_3|2025|secondoapp|E2,1,60.0,,60.0,60.0,68.75,66.66666667,70.0,66.66666667,47.5,56.25,42.85714286,0.0,True,True,False
Grok 4.3,xai,analysis_3,2025,secondoapp,2,analysis_3|2025|secondoapp|E2,1,97.75,,97.75,97.75,100.0,95.0,100.0,100.0,100.0,93.75,85.71428571,100.0,True,True,False
Grok 4.5,xai,analysis_3,2025,secondoapp,2,analysis_3|2025|secondoapp|E2,1,97.75,,97.75,97.75,100.0,88.33333333,100.0,100.0,100.0,100.0,92.85714286,100.0,True,True,False
OpenAI GPT-4.1,openai,analysis_3,2025,secondoapp,2,analysis_3|2025|secondoapp|E2,1,42.5,,42.5,42.5,50.0,46.66666667,31.25,50.0,62.5,37.5,35.71428571,0.0,True,True,False
OpenAI o3,openai,analysis_3,2025,secondoapp,2,analysis_3|2025|secondoapp|E2,1,67.5,,67.5,67.5,75.0,80.0,63.75,76.66666667,62.5,75.0,57.14285714,0.0,True,True,False
Claude Fable 5,anthropic,analysis_3,2025,secondoapp,3,analysis_3|2025|secondoapp|E3,1,90.0,,90.0,90.0,90.0,100.0,87.5,83.33333333,90.0,87.5,100.0,80.0,True,True,False
Claude Haiku 4.5,anthropic,analysis_3,2025,secondoapp,3,analysis_3|2025|secondoapp|E3,1,52.25,,52.25,52.25,60.0,58.33333333,50.0,33.33333333,40.0,56.25,75.0,55.0,True,True,False
Claude Sonnet 4.5,anthropic,analysis_3,2025,secondoapp,3,analysis_3|2025|secondoapp|E3,1,62.0,,62.0,62.0,70.0,58.33333333,82.5,41.66666667,50.0,50.0,67.85714286,55.0,True,True,False
DeepSeek V4 Flash,deepseek,analysis_3,2025,secondoapp,3,analysis_3|2025|secondoapp|E3,1,89.0,,89.0,89.0,85.0,91.66666667,87.5,90.0,80.0,90.625,100.0,100.0,True,True,False
DeepSeek V4 Flash (no thinking),deepseek,analysis_3,2025,secondoapp,3,analysis_3|2025|secondoapp|E3,1,58.0,,58.0,58.0,70.0,75.0,77.5,25.0,35.0,56.25,50.0,40.0,True,True,False
DeepSeek V4 Pro,deepseek,analysis_3,2025,secondoapp,3,analysis_3|2025|secondoapp|E3,1,92.0,,92.0,92.0,85.0,100.0,87.5,90.0,90.0,100.0,100.0,100.0,True,True,False
GPT-5.6 Sol,openai,analysis_3,2025,secondoapp,3,analysis_3|2025|secondoapp|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Gemini 3.1 Pro Preview,google,analysis_3,2025,secondoapp,3,analysis_3|2025|secondoapp|E3,1,86.0,,86.0,86.0,80.0,91.66666667,87.5,85.0,80.0,90.625,100.0,75.0,True,True,False
Gemini 3.5 Flash,google,analysis_3,2025,secondoapp,3,analysis_3|2025|secondoapp|E3,3,84.83333333,3.6855574,82.0,89.0,85.0,94.44444444,87.5,78.33333333,73.33333333,76.04166667,100.0,80.0,True,True,False
Gemma 4 31B IT,google,analysis_3,2025,secondoapp,3,analysis_3|2025|secondoapp|E3,1,66.0,,66.0,66.0,65.0,75.0,83.75,53.33333333,50.0,50.0,78.57142857,50.0,True,True,False
Grok 4.3,xai,analysis_3,2025,secondoapp,3,analysis_3|2025|secondoapp|E3,1,69.0,,69.0,69.0,65.0,75.0,87.5,65.0,40.0,50.0,78.57142857,80.0,True,True,False
Grok 4.5,xai,analysis_3,2025,secondoapp,3,analysis_3|2025|secondoapp|E3,1,91.25,,91.25,91.25,85.0,100.0,87.5,90.0,90.0,90.625,100.0,100.0,True,True,False
OpenAI GPT-4.1,openai,analysis_3,2025,secondoapp,3,analysis_3|2025|secondoapp|E3,1,60.5,,60.5,60.5,65.0,75.0,77.5,33.33333333,40.0,65.625,50.0,60.0,True,True,False
OpenAI o3,openai,analysis_3,2025,secondoapp,3,analysis_3|2025|secondoapp|E3,1,79.5,,79.5,79.5,85.0,91.66666667,87.5,66.66666667,70.0,53.125,100.0,60.0,True,True,False
Claude Fable 5,anthropic,analysis_3,2025,terzoapp,1,analysis_3|2025|terzoapp|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Claude Haiku 4.5,anthropic,analysis_3,2025,terzoapp,1,analysis_3|2025|terzoapp|E1,1,86.75,,86.75,86.75,100.0,100.0,68.75,93.33333333,80.0,75.0,71.42857143,100.0,True,True,False
Claude Sonnet 4.5,anthropic,analysis_3,2025,terzoapp,1,analysis_3|2025|terzoapp|E1,1,80.25,,80.25,80.25,82.5,86.66666667,76.25,70.0,80.0,87.5,71.42857143,100.0,True,True,False
DeepSeek V4 Flash,deepseek,analysis_3,2025,terzoapp,1,analysis_3|2025|terzoapp|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
DeepSeek V4 Flash (no thinking),deepseek,analysis_3,2025,terzoapp,1,analysis_3|2025|terzoapp|E1,1,97.75,,97.75,97.75,100.0,100.0,93.75,93.33333333,100.0,100.0,100.0,100.0,True,True,False
DeepSeek V4 Pro,deepseek,analysis_3,2025,terzoapp,1,analysis_3|2025|terzoapp|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
GPT-5.6 Sol,openai,analysis_3,2025,terzoapp,1,analysis_3|2025|terzoapp|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Gemini 3.1 Pro Preview,google,analysis_3,2025,terzoapp,1,analysis_3|2025|terzoapp|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Gemini 3.5 Flash,google,analysis_3,2025,terzoapp,1,analysis_3|2025|terzoapp|E1,3,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Gemma 4 31B IT,google,analysis_3,2025,terzoapp,1,analysis_3|2025|terzoapp|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Grok 4.3,xai,analysis_3,2025,terzoapp,1,analysis_3|2025|terzoapp|E1,1,98.0,,98.0,98.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Grok 4.5,xai,analysis_3,2025,terzoapp,1,analysis_3|2025|terzoapp|E1,1,97.75,,97.75,97.75,100.0,100.0,93.75,93.33333333,100.0,100.0,100.0,100.0,True,True,False
OpenAI GPT-4.1,openai,analysis_3,2025,terzoapp,1,analysis_3|2025|terzoapp|E1,1,94.0,,94.0,94.0,100.0,100.0,90.0,83.33333333,85.0,100.0,100.0,100.0,True,True,False
OpenAI o3,openai,analysis_3,2025,terzoapp,1,analysis_3|2025|terzoapp|E1,1,98.75,,98.75,98.75,100.0,100.0,93.75,100.0,100.0,100.0,100.0,100.0,True,True,False
Claude Fable 5,anthropic,analysis_3,2025,terzoapp,2,analysis_3|2025|terzoapp|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Claude Haiku 4.5,anthropic,analysis_3,2025,terzoapp,2,analysis_3|2025|terzoapp|E2,1,32.25,,32.25,32.25,31.25,36.66666667,33.75,23.33333333,37.5,28.125,42.85714286,25.0,True,True,False
Claude Sonnet 4.5,anthropic,analysis_3,2025,terzoapp,2,analysis_3|2025|terzoapp|E2,1,39.75,,39.75,39.75,42.5,45.0,33.75,40.0,42.5,37.5,42.85714286,30.0,True,True,False
DeepSeek V4 Flash,deepseek,analysis_3,2025,terzoapp,2,analysis_3|2025|terzoapp|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
DeepSeek V4 Flash (no thinking),deepseek,analysis_3,2025,terzoapp,2,analysis_3|2025|terzoapp|E2,1,75.25,,75.25,75.25,92.5,76.66666667,76.25,71.66666667,57.5,75.0,75.0,45.0,True,True,False
DeepSeek V4 Pro,deepseek,analysis_3,2025,terzoapp,2,analysis_3|2025|terzoapp|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
GPT-5.6 Sol,openai,analysis_3,2025,terzoapp,2,analysis_3|2025|terzoapp|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Gemini 3.1 Pro Preview,google,analysis_3,2025,terzoapp,2,analysis_3|2025|terzoapp|E2,1,97.0,,97.0,97.0,100.0,100.0,91.25,100.0,92.5,93.75,100.0,100.0,True,True,False
Gemini 3.5 Flash,google,analysis_3,2025,terzoapp,2,analysis_3|2025|terzoapp|E2,3,98.08333333,2.15541953,95.75,100.0,97.5,100.0,97.08333333,100.0,98.33333333,96.875,97.61904762,95.0,True,True,False
Gemma 4 31B IT,google,analysis_3,2025,terzoapp,2,analysis_3|2025|terzoapp|E2,1,74.5,,74.5,74.5,88.75,78.33333333,73.75,66.66666667,65.0,65.625,71.42857143,70.0,True,True,False
Grok 4.3,xai,analysis_3,2025,terzoapp,2,analysis_3|2025|terzoapp|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Grok 4.5,xai,analysis_3,2025,terzoapp,2,analysis_3|2025|terzoapp|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
OpenAI GPT-4.1,openai,analysis_3,2025,terzoapp,2,analysis_3|2025|terzoapp|E2,1,52.0,,52.0,52.0,73.75,58.33333333,46.25,53.33333333,47.5,40.625,46.42857143,0.0,True,True,False
OpenAI o3,openai,analysis_3,2025,terzoapp,2,analysis_3|2025|terzoapp|E2,1,99.25,,99.25,99.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,85.0,True,True,False
Claude Fable 5,anthropic,analysis_3,2025,terzoapp,3,analysis_3|2025|terzoapp|E3,1,96.31578947,,96.31578947,96.31578947,100.0,100.0,90.0,90.0,100.0,100.0,100.0,,True,True,False
Claude Haiku 4.5,anthropic,analysis_3,2025,terzoapp,3,analysis_3|2025|terzoapp|E3,1,74.21052632,,74.21052632,74.21052632,72.5,88.33333333,80.0,80.0,55.0,71.875,50.0,,True,True,False
Claude Sonnet 4.5,anthropic,analysis_3,2025,terzoapp,3,analysis_3|2025|terzoapp|E3,1,62.89473684,,62.89473684,62.89473684,78.75,70.0,70.0,60.0,40.0,50.0,35.71428571,,True,True,False
DeepSeek V4 Flash,deepseek,analysis_3,2025,terzoapp,3,analysis_3|2025|terzoapp|E3,1,98.94736842,,98.94736842,98.94736842,95.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
DeepSeek V4 Flash (no thinking),deepseek,analysis_3,2025,terzoapp,3,analysis_3|2025|terzoapp|E3,1,70.78947368,,70.78947368,70.78947368,75.0,80.0,80.0,55.0,60.0,81.25,50.0,,True,True,False
DeepSeek V4 Pro,deepseek,analysis_3,2025,terzoapp,3,analysis_3|2025|terzoapp|E3,1,84.73684211,,84.73684211,84.73684211,83.75,80.0,90.0,90.0,80.0,90.625,71.42857143,,True,True,False
GPT-5.6 Sol,openai,analysis_3,2025,terzoapp,3,analysis_3|2025|terzoapp|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemini 3.1 Pro Preview,google,analysis_3,2025,terzoapp,3,analysis_3|2025|terzoapp|E3,1,97.36842105,,97.36842105,97.36842105,100.0,100.0,100.0,90.0,90.0,100.0,100.0,,True,True,False
Gemini 3.5 Flash,google,analysis_3,2025,terzoapp,3,analysis_3|2025|terzoapp|E3,3,97.10526316,2.24842204,95.0,99.47368421,96.25,100.0,100.0,93.33333333,96.66666667,100.0,90.47619048,,True,True,False
Gemma 4 31B IT,google,analysis_3,2025,terzoapp,3,analysis_3|2025|terzoapp|E3,1,79.73684211,,79.73684211,79.73684211,78.75,88.33333333,90.0,75.0,70.0,81.25,57.14285714,,True,True,False
Grok 4.3,xai,analysis_3,2025,terzoapp,3,analysis_3|2025|terzoapp|E3,1,15.26315789,,15.26315789,15.26315789,22.5,23.33333333,0.0,20.0,20.0,0.0,21.42857143,,True,True,False
Grok 4.5,xai,analysis_3,2025,terzoapp,3,analysis_3|2025|terzoapp|E3,1,86.31578947,,86.31578947,86.31578947,88.75,88.33333333,90.0,80.0,90.0,81.25,78.57142857,,True,True,False
OpenAI GPT-4.1,openai,analysis_3,2025,terzoapp,3,analysis_3|2025|terzoapp|E3,1,64.47368421,,64.47368421,64.47368421,67.5,70.0,70.0,60.0,60.0,65.625,42.85714286,,True,True,False
OpenAI o3,openai,analysis_3,2025,terzoapp,3,analysis_3|2025|terzoapp|E3,1,80.78947368,,80.78947368,80.78947368,78.75,78.33333333,80.0,85.0,95.0,81.25,64.28571429,,True,True,False
Claude Fable 5,anthropic,analysis_3,2026,primoapp_tema_a,1,analysis_3|2026|primoapp_tema_a|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Claude Haiku 4.5,anthropic,analysis_3,2026,primoapp_tema_a,1,analysis_3|2026|primoapp_tema_a|E1,1,89.47368421,,89.47368421,89.47368421,100.0,86.66666667,95.0,86.66666667,100.0,62.5,71.42857143,,True,True,False
Claude Sonnet 4.5,anthropic,analysis_3,2026,primoapp_tema_a,1,analysis_3|2026|primoapp_tema_a|E1,1,81.05263158,,81.05263158,81.05263158,75.0,93.33333333,92.5,65.0,90.0,71.875,71.42857143,,True,True,False
DeepSeek V4 Flash,deepseek,analysis_3,2026,primoapp_tema_a,1,analysis_3|2026|primoapp_tema_a|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
DeepSeek V4 Flash (no thinking),deepseek,analysis_3,2026,primoapp_tema_a,1,analysis_3|2026|primoapp_tema_a|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
DeepSeek V4 Pro,deepseek,analysis_3,2026,primoapp_tema_a,1,analysis_3|2026|primoapp_tema_a|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
GPT-5.6 Sol,openai,analysis_3,2026,primoapp_tema_a,1,analysis_3|2026|primoapp_tema_a|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemini 3.1 Pro Preview,google,analysis_3,2026,primoapp_tema_a,1,analysis_3|2026|primoapp_tema_a|E1,1,99.47368421,,99.47368421,99.47368421,100.0,100.0,97.5,100.0,100.0,100.0,100.0,,True,True,False
Gemini 3.5 Flash,google,analysis_3,2026,primoapp_tema_a,1,analysis_3|2026|primoapp_tema_a|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemma 4 31B IT,google,analysis_3,2026,primoapp_tema_a,1,analysis_3|2026|primoapp_tema_a|E1,1,98.68421053,,98.68421053,98.68421053,100.0,100.0,93.75,100.0,100.0,100.0,100.0,,True,True,False
Grok 4.3,xai,analysis_3,2026,primoapp_tema_a,1,analysis_3|2026|primoapp_tema_a|E1,1,88.94736842,,88.94736842,88.94736842,100.0,86.66666667,92.5,86.66666667,100.0,62.5,71.42857143,,True,True,False
Grok 4.5,xai,analysis_3,2026,primoapp_tema_a,1,analysis_3|2026|primoapp_tema_a|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
OpenAI GPT-4.1,openai,analysis_3,2026,primoapp_tema_a,1,analysis_3|2026|primoapp_tema_a|E1,1,63.15789474,,63.15789474,63.15789474,66.25,70.0,68.75,51.66666667,80.0,43.75,46.42857143,,True,True,False
OpenAI o3,openai,analysis_3,2026,primoapp_tema_a,1,analysis_3|2026|primoapp_tema_a|E1,1,99.21052632,,99.21052632,99.21052632,100.0,100.0,96.25,100.0,100.0,100.0,100.0,,True,True,False
Claude Fable 5,anthropic,analysis_3,2026,primoapp_tema_a,2,analysis_3|2026|primoapp_tema_a|E2,1,99.0,,99.0,99.0,100.0,100.0,100.0,100.0,100.0,87.5,100.0,100.0,True,True,False
Claude Haiku 4.5,anthropic,analysis_3,2026,primoapp_tema_a,2,analysis_3|2026|primoapp_tema_a|E2,1,65.5,,65.5,65.5,80.0,63.33333333,73.75,55.0,60.0,62.5,67.85714286,25.0,True,True,False
Claude Sonnet 4.5,anthropic,analysis_3,2026,primoapp_tema_a,2,analysis_3|2026|primoapp_tema_a|E2,1,91.5,,91.5,91.5,93.75,91.66666667,92.5,100.0,85.0,87.5,89.28571429,75.0,True,True,False
DeepSeek V4 Flash,deepseek,analysis_3,2026,primoapp_tema_a,2,analysis_3|2026|primoapp_tema_a|E2,1,98.0,,98.0,98.0,100.0,100.0,100.0,100.0,100.0,87.5,85.71428571,100.0,True,True,False
DeepSeek V4 Flash (no thinking),deepseek,analysis_3,2026,primoapp_tema_a,2,analysis_3|2026|primoapp_tema_a|E2,1,88.75,,88.75,88.75,96.25,80.0,95.0,90.0,67.5,100.0,75.0,100.0,True,True,False
DeepSeek V4 Pro,deepseek,analysis_3,2026,primoapp_tema_a,2,analysis_3|2026|primoapp_tema_a|E2,1,98.75,,98.75,98.75,100.0,100.0,100.0,100.0,87.5,100.0,100.0,100.0,True,True,False
GPT-5.6 Sol,openai,analysis_3,2026,primoapp_tema_a,2,analysis_3|2026|primoapp_tema_a|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Gemini 3.1 Pro Preview,google,analysis_3,2026,primoapp_tema_a,2,analysis_3|2026|primoapp_tema_a|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Gemini 3.5 Flash,google,analysis_3,2026,primoapp_tema_a,2,analysis_3|2026|primoapp_tema_a|E2,1,99.0,,99.0,99.0,100.0,100.0,96.25,100.0,100.0,100.0,96.42857143,100.0,True,True,False
Gemma 4 31B IT,google,analysis_3,2026,primoapp_tema_a,2,analysis_3|2026|primoapp_tema_a|E2,1,97.0,,97.0,97.0,93.75,100.0,100.0,100.0,87.5,100.0,92.85714286,100.0,True,True,False
Grok 4.3,xai,analysis_3,2026,primoapp_tema_a,2,analysis_3|2026|primoapp_tema_a|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
Grok 4.5,xai,analysis_3,2026,primoapp_tema_a,2,analysis_3|2026|primoapp_tema_a|E2,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,True,True,False
OpenAI GPT-4.1,openai,analysis_3,2026,primoapp_tema_a,2,analysis_3|2026|primoapp_tema_a|E2,1,64.0,,64.0,64.0,87.5,63.33333333,73.75,55.0,60.0,50.0,57.14285714,0.0,True,True,False
OpenAI o3,openai,analysis_3,2026,primoapp_tema_a,2,analysis_3|2026|primoapp_tema_a|E2,1,93.25,,93.25,93.25,100.0,100.0,100.0,90.0,67.5,100.0,71.42857143,100.0,True,True,False
Claude Fable 5,anthropic,analysis_3,2026,primoapp_tema_a,3,analysis_3|2026|primoapp_tema_a|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Claude Haiku 4.5,anthropic,analysis_3,2026,primoapp_tema_a,3,analysis_3|2026|primoapp_tema_a|E3,1,58.68421053,,58.68421053,58.68421053,75.0,53.33333333,52.5,55.0,50.0,62.5,57.14285714,,True,True,False
Claude Sonnet 4.5,anthropic,analysis_3,2026,primoapp_tema_a,3,analysis_3|2026|primoapp_tema_a|E3,1,41.31578947,,41.31578947,41.31578947,70.0,31.66666667,32.5,30.0,50.0,12.5,50.0,,True,True,False
DeepSeek V4 Flash,deepseek,analysis_3,2026,primoapp_tema_a,3,analysis_3|2026|primoapp_tema_a|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
DeepSeek V4 Flash (no thinking),deepseek,analysis_3,2026,primoapp_tema_a,3,analysis_3|2026|primoapp_tema_a|E3,1,92.36842105,,92.36842105,92.36842105,85.0,93.33333333,100.0,78.33333333,100.0,100.0,100.0,,True,True,False
DeepSeek V4 Pro,deepseek,analysis_3,2026,primoapp_tema_a,3,analysis_3|2026|primoapp_tema_a|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
GPT-5.6 Sol,openai,analysis_3,2026,primoapp_tema_a,3,analysis_3|2026|primoapp_tema_a|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemini 3.1 Pro Preview,google,analysis_3,2026,primoapp_tema_a,3,analysis_3|2026|primoapp_tema_a|E3,1,98.94736842,,98.94736842,98.94736842,100.0,100.0,100.0,100.0,100.0,87.5,100.0,,True,True,False
Gemini 3.5 Flash,google,analysis_3,2026,primoapp_tema_a,3,analysis_3|2026|primoapp_tema_a|E3,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Gemma 4 31B IT,google,analysis_3,2026,primoapp_tema_a,3,analysis_3|2026|primoapp_tema_a|E3,1,80.26315789,,80.26315789,80.26315789,80.0,86.66666667,87.5,70.0,72.5,87.5,71.42857143,,True,True,False
Grok 4.3,xai,analysis_3,2026,primoapp_tema_a,3,analysis_3|2026|primoapp_tema_a|E3,1,78.42105263,,78.42105263,78.42105263,85.0,86.66666667,82.5,70.0,65.0,75.0,71.42857143,,True,True,False
Grok 4.5,xai,analysis_3,2026,primoapp_tema_a,3,analysis_3|2026|primoapp_tema_a|E3,1,98.94736842,,98.94736842,98.94736842,95.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
OpenAI GPT-4.1,openai,analysis_3,2026,primoapp_tema_a,3,analysis_3|2026|primoapp_tema_a|E3,1,55.26315789,,55.26315789,55.26315789,65.0,43.33333333,65.0,45.0,60.0,37.5,60.71428571,,True,True,False
OpenAI o3,openai,analysis_3,2026,primoapp_tema_a,3,analysis_3|2026|primoapp_tema_a|E3,1,76.05263158,,76.05263158,76.05263158,75.0,86.66666667,82.5,70.0,62.5,75.0,71.42857143,,True,True,False
Claude Fable 5,anthropic,analysis_3,2026,primoapp_tema_b,1,analysis_3|2026|primoapp_tema_b|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
Claude Haiku 4.5,anthropic,analysis_3,2026,primoapp_tema_b,1,analysis_3|2026|primoapp_tema_b|E1,1,81.05263158,,81.05263158,81.05263158,75.0,76.66666667,92.5,80.0,100.0,62.5,71.42857143,,True,True,False
Claude Sonnet 4.5,anthropic,analysis_3,2026,primoapp_tema_b,1,analysis_3|2026|primoapp_tema_b|E1,1,83.42105263,,83.42105263,83.42105263,81.25,86.66666667,95.0,80.0,90.0,62.5,71.42857143,,True,True,False
DeepSeek V4 Flash,deepseek,analysis_3,2026,primoapp_tema_b,1,analysis_3|2026|primoapp_tema_b|E1,1,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,True,True,False
